STATE_NAME,HOUSE_OF_PARLIAMENT,TENURE,Sno,MP_NAME,HOUSE_NAME,CONSTITUENCY,ALLOCATED_AMT,TENURE_START_DATE,TENURE_END_DATE,Total_Amt,allocated_amount,state,constituency,mp_name,work_id,work_recommendation_dtl_id
Andhra Pradesh,2,18th Lok Sabha,259.0,Lavu Sri Krishna Devarayalu,Lok Sabha,NARASARAOPET,174009663.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,174076254.15,Andhra Pradesh,NARASARAOPET,Lavu Sri Krishna Devarayalu,,
Uttar Pradesh,2,18th Lok Sabha,260.0,LAXMIKANT PAPPU NISHAD,Lok Sabha,SANT KABIR NAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,SANT KABIR NAGAR,LAXMIKANT PAPPU NISHAD,,
Bihar,2,18th Lok Sabha,261.0,LOVELY ANAND,Lok Sabha,SHEOHAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Bihar,SHEOHAR,LOVELY ANAND,,
Rajasthan,2,18th Lok Sabha,262.0,LUMBARAM,Lok Sabha,JALORE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,JALORE,LUMBARAM,,
Karnataka,2,18th Lok Sabha,263.0,M. MALLESH BABU,Lok Sabha,KOLAR(SC),147065957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147122237.17,Karnataka,KOLAR(SC),M. MALLESH BABU,,
Tamil Nadu,2,18th Lok Sabha,264.0,M.K. VISHNUPRASAD,Lok Sabha,CUDDALORE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,CUDDALORE,M.K. VISHNUPRASAD,,
Andhra Pradesh,2,18th Lok Sabha,265.0,Maddila Gurumoorthy,Lok Sabha,TIRUPATI(SC),180399007.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,180468043.15,Andhra Pradesh,TIRUPATI(SC),Maddila Gurumoorthy,,
Telangana,2,18th Lok Sabha,266.0,MADHAVANENI RAGHUNANDAN RAO,Lok Sabha,MEDAK,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,MEDAK,MADHAVANENI RAGHUNANDAN RAO,,
Andhra Pradesh,2,18th Lok Sabha,267.0,Magunta Sreenivasulu Reddy,Lok Sabha,ONGOLE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Andhra Pradesh,ONGOLE,Magunta Sreenivasulu Reddy,,
Madhya Pradesh,2,18th Lok Sabha,268.0,Mahendra Singh Solanky,Lok Sabha,DEWAS(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,DEWAS(SC),Mahendra Singh Solanky,,
Chhattisgarh,2,18th Lok Sabha,269.0,MAHESH KASHYAP,Lok Sabha,BASTAR(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Chhattisgarh,BASTAR(ST),MAHESH KASHYAP,,
Uttar Pradesh,2,18th Lok Sabha,270.0,Mahesh Sharma,Lok Sabha,GAUTAM BUDDHA NAGAR,148816284.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,148873234.0,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Mahesh Sharma,,
Rajasthan,2,18th Lok Sabha,271.0,MAHIMA KUMARI MEWAR,Lok Sabha,RAJSAMAND,183892143.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,183962515.92,Rajasthan,RAJSAMAND,MAHIMA KUMARI MEWAR,,
Uttarakhand,2,18th Lok Sabha,272.0,Mala Rajya Laxmi Shah ,Lok Sabha,TEHRI GARHWAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttarakhand,TEHRI GARHWAL,Mala Rajya Laxmi Shah ,,
West Bengal,2,18th Lok Sabha,273.0,Mala Roy ,Lok Sabha,KOLKATA DAKSHIN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,KOLKATA DAKSHIN,Mala Roy ,,
Tamil Nadu,2,18th Lok Sabha,274.0,MALAIYARASAN D,Lok Sabha,KALLAKURICHI,201599593.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,201676742.31,Tamil Nadu,KALLAKURICHI,MALAIYARASAN D,,
Odisha,2,18th Lok Sabha,275.0,MALVIKA DEVI,Lok Sabha,KALAHANDI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Odisha,KALAHANDI,MALVIKA DEVI,,
Punjab,2,18th Lok Sabha,276.0,MALVINDER SINGH KANG,Lok Sabha,ANANDPUR SAHIB,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Punjab,ANANDPUR SAHIB,MALVINDER SINGH KANG,,
Tamil Nadu,2,18th Lok Sabha,277.0,MANI. A.,Lok Sabha,DHARAMAPURI,164515071.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,164578028.7,Tamil Nadu,DHARAMAPURI,MANI. A.,,
Tamil Nadu,2,18th Lok Sabha,278.0,Manickam Tagore B,Lok Sabha,VIRUDHUNAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,VIRUDHUNAGAR,Manickam Tagore B,,
Jharkhand,2,18th Lok Sabha,279.0,MANISH JAISWAL,Lok Sabha,HAZARIBAGH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jharkhand,HAZARIBAGH,MANISH JAISWAL,,
Chandigarh,2,18th Lok Sabha,280.0,MANISH TEWARI,Lok Sabha,CHANDIGARH,178351443.75,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,178419696.32,Chandigarh,CHANDIGARH,MANISH TEWARI,,
Rajasthan,2,18th Lok Sabha,281.0,MANJU SHARMA,Lok Sabha,JAIPUR,167082901.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,167146841.37,Rajasthan,JAIPUR,MANJU SHARMA,,
Rajasthan,2,18th Lok Sabha,282.0,MANNA LAL RAWAT,Lok Sabha,UDAIPUR(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,UDAIPUR(ST),MANNA LAL RAWAT,,
Haryana,2,18th Lok Sabha,283.0,MANOHAR LAL,Lok Sabha,KARNAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,KARNAL,MANOHAR LAL,,
Bihar,2,18th Lok Sabha,284.0,MANOJ KUMAR,Lok Sabha,SASARAM(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,SASARAM(SC),MANOJ KUMAR,,
West Bengal,2,18th Lok Sabha,285.0,MANOJ TIGGA,Lok Sabha,ALIPURDUARS(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,ALIPURDUARS(ST),MANOJ TIGGA,,
Delhi,2,18th Lok Sabha,286.0,Manoj Tiwari,Lok Sabha,NORTH EAST DELHI,225843858.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,225930285.25,Delhi,NORTH EAST DELHI,Manoj Tiwari,,
Gujarat,2,18th Lok Sabha,287.0,Mansukhbhai Dhanjibhai Vasava,Lok Sabha,BHARUCH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,BHARUCH,Mansukhbhai Dhanjibhai Vasava,,
Jammu And Kashmir,2,18th Lok Sabha,288.0,MIAN ALTAF AHMAD,Lok Sabha,ANANTNAG,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jammu And Kashmir,ANANTNAG,MIAN ALTAF AHMAD,,
Andhra Pradesh,2,18th Lok Sabha,289.0,Midhun Reddy,Lok Sabha,RAJAMPET,178951477.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,179019959.31,Andhra Pradesh,RAJAMPET,Midhun Reddy,,
Bihar,2,18th Lok Sabha,290.0,MISHA BHARTI,Lok Sabha,PATALIPUTRA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,PATALIPUTRA,MISHA BHARTI,,
Gujarat,2,18th Lok Sabha,291.0,Mitesh Rameshbhai Bakabhai Patel,Lok Sabha,ANAND,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,ANAND,Mitesh Rameshbhai Bakabhai Patel,,
Ladakh,2,18th Lok Sabha,292.0,Mohamed Haneefa,Lok Sabha,LADAKH,161114542.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,161176198.26,Ladakh,LADAKH,Mohamed Haneefa,,
Uttar Pradesh,2,18th Lok Sabha,293.0,MOHIBBULLAH,Lok Sabha,RAMPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,RAMPUR,MOHIBBULLAH,,
Maharashtra,2,18th Lok Sabha,294.0,MOHITE PATIL DHAIRYASHEEL RAJSINH,Lok Sabha,MADHA,195613601.7,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,195688460.26,Maharashtra,MADHA,MOHITE PATIL DHAIRYASHEEL RAJSINH,,
Bihar,2,18th Lok Sabha,295.0,Mr Gopal Jee Thakur,Lok Sabha,DARBHANGA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,DARBHANGA,Mr Gopal Jee Thakur,,
West Bengal,2,18th Lok Sabha,296.0,Ms Mahua Moitra,Lok Sabha,KRISHNANAGAR,159865046.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,159926224.09,West Bengal,KRISHNANAGAR,Ms Mahua Moitra,,
Lakshadweep,2,18th Lok Sabha,297.0,MUHAMMED HAMDULLAH SAYEED,Lok Sabha,LAKSHADWEEP(ST),153942460.41,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,154001372.01,Lakshadweep,LAKSHADWEEP(ST),MUHAMMED HAMDULLAH SAYEED,,
Uttar Pradesh,2,18th Lok Sabha,298.0,Mukesh Rajput,Lok Sabha,FARRUKHABAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,FARRUKHABAD,Mukesh Rajput,,
Gujarat,2,18th Lok Sabha,299.0,MUKESHKUMAR CHANDRAKAANT DALAL,Lok Sabha,SURAT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,,
Rajasthan,2,18th Lok Sabha,300.0,MURARI LAL MEENA,Lok Sabha,DAUSA(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,DAUSA(ST),MURARI LAL MEENA,,
Tamil Nadu,2,18th Lok Sabha,301.0,MURASOLI S,Lok Sabha,THANJAVUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,THANJAVUR,MURASOLI S,,
Maharashtra,2,18th Lok Sabha,302.0,MURLIDHAR MOHOL,Lok Sabha,PUNE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,PUNE,MURLIDHAR MOHOL,,
Odisha,2,18th Lok Sabha,303.0,NABA CHARAN MAJHI,Lok Sabha,MAYURBHANJ (ST),147563957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147620427.75,Odisha,MAYURBHANJ (ST),NABA CHARAN MAJHI,,
Jharkhand,2,18th Lok Sabha,304.0,NALIN SOREN,Lok Sabha,DUMKA(ST),147364097.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147420491.26,Jharkhand,DUMKA(ST),NALIN SOREN,,
Uttar Pradesh,2,18th Lok Sabha,305.0,NARAYAN DAS AHIRWAR,Lok Sabha,JALAUN(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,JALAUN(SC),NARAYAN DAS AHIRWAR,,
Maharashtra,2,18th Lok Sabha,306.0,NARAYAN TATU RANE,Lok Sabha,RATNAGIRI-SINDHUDURG,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,RATNAGIRI-SINDHUDURG,NARAYAN TATU RANE,,
Uttar Pradesh,2,18th Lok Sabha,307.0,NARESH CHANDRA UTTAM PATEL,Lok Sabha,FATEHPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,FATEHPUR,NARESH CHANDRA UTTAM PATEL,,
Maharashtra,2,18th Lok Sabha,308.0,NARESH GANPAT MHASKE,Lok Sabha,THANE,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,THANE,NARESH GANPAT MHASKE,,
Haryana,2,18th Lok Sabha,309.0,NAVEEN JINDAL,Lok Sabha,KURUKSHETRA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Haryana,KURUKSHETRA,NAVEEN JINDAL,,
Uttar Pradesh,2,18th Lok Sabha,310.0,NEERAJ MAURYA,Lok Sabha,AONLA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,AONLA,NEERAJ MAURYA,,
Maharashtra,2,18th Lok Sabha,311.0,NILESH DNYANDEV LANKE,Lok Sabha,AHMEDNAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,AHMEDNAGAR,NILESH DNYANDEV LANKE,,
Gujarat,2,18th Lok Sabha,312.0,NIMUBEN JAYANTIBHAI BAMBHANIYA,Lok Sabha,BHAVNAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,BHAVNAGAR,NIMUBEN JAYANTIBHAI BAMBHANIYA,,
Jharkhand,2,18th Lok Sabha,313.0,Nishikant Dubey,Lok Sabha,GODDA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Jharkhand,GODDA,Nishikant Dubey,,
Maharashtra,2,18th Lok Sabha,314.0,Nitin Jairam Gadkari,Lok Sabha,NAGPUR,168195086.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,168259451.99,Maharashtra,NAGPUR,Nitin Jairam Gadkari,,
Bihar,2,18th Lok Sabha,315.0,Nityanand Rai,Lok Sabha,UJJARPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,UJJARPUR,Nityanand Rai,,
Rajasthan,2,18th Lok Sabha,316.0,Om Birla,Lok Sabha,KOTA,163906956.6,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,163969681.47,Rajasthan,KOTA,Om Birla,,
Maharashtra,2,18th Lok Sabha,317.0,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Lok Sabha,OSMANABAD,184758519.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,184829223.58,Maharashtra,OSMANABAD,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,,
Karnataka,2,18th Lok Sabha,318.0,P C Mohan,Lok Sabha,BANGALORE CENTRAL,159995711.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,160056939.2,Karnataka,BANGALORE CENTRAL,P C Mohan,,
Uttar Pradesh,2,18th Lok Sabha,319.0,Pankaj Chowdhary,Lok Sabha,MAHARAJGANJ_UP,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MAHARAJGANJ_UP,Pankaj Chowdhary,,
Assam,2,18th Lok Sabha,320.0,PARIMAL SUKLABAIDYA,Lok Sabha,SILCHAR,148300157.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,148356909.48,Assam,SILCHAR,PARIMAL SUKLABAIDYA,,
Gujarat,2,18th Lok Sabha,321.0,PARSHOTTAMBHAI RUPALA,Lok Sabha,RAJKOT,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,RAJKOT,PARSHOTTAMBHAI RUPALA,,
West Bengal,2,18th Lok Sabha,322.0,PARTHA BHOWMICK,Lok Sabha,BARRACKPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,BARRACKPUR,PARTHA BHOWMICK,,
Karnataka,2,18th Lok Sabha,323.0,Parvatagouda Chandanagouda Gaddigoudar,Lok Sabha,BAGALKOT,167541747.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,167605862.97,Karnataka,BAGALKOT,Parvatagouda Chandanagouda Gaddigoudar,,
The Dadra And Nagar Haveli And Daman And Diu,2,18th Lok Sabha,324.0,PATEL UMESHBHAI BABUBHAI,Lok Sabha,DAMAN and DIU,245063957.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,245157739.51,The Dadra And Nagar Haveli And Daman And Diu,DAMAN and DIU,PATEL UMESHBHAI BABUBHAI,,
West Bengal,2,18th Lok Sabha,325.0,PATHAN YUSUF,Lok Sabha,BAHARAMPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,BAHARAMPUR,PATHAN YUSUF,,
Assam,2,18th Lok Sabha,326.0,PHANI BHUSAN CHOUDHURY,Lok Sabha,BARPETA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,BARPETA,PHANI BHUSAN CHOUDHURY,,
Maharashtra,2,18th Lok Sabha,327.0,Piyush Vedprakash Goyal,Lok Sabha,MUMBAI NORTH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,MUMBAI NORTH,Piyush Vedprakash Goyal,,
Andhra Pradesh,2,18th Lok Sabha,328.0,PRABHAKAR REDDY VEMIREDDY,Lok Sabha,NELLORE(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Andhra Pradesh,NELLORE(SC),PRABHAKAR REDDY VEMIREDDY,,
Gujarat,2,18th Lok Sabha,329.0,Prabhubhai Nagarbhai Vasava,Lok Sabha,BARDOLI(ST),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,BARDOLI(ST),Prabhubhai Nagarbhai Vasava,,
Assam,2,18th Lok Sabha,330.0,Pradan Baruah,Lok Sabha,LAKHIMPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,LAKHIMPUR,Pradan Baruah,,
Bihar,2,18th Lok Sabha,331.0,Pradeep Kumar Singh,Lok Sabha,ARARIA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,ARARIA,Pradeep Kumar Singh,,
Odisha,2,18th Lok Sabha,332.0,PRADEEP PUROHIT,Lok Sabha,BARGARH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Odisha,BARGARH,PRADEEP PUROHIT,,
Assam,2,18th Lok Sabha,333.0,Pradyut Bordoloi,Lok Sabha,NOWGONG,98000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,98037503.21,Assam,NOWGONG,Pradyut Bordoloi,,
Karnataka,2,18th Lok Sabha,334.0,Pralhad Venkatesh Joshi,Lok Sabha,DHARWAD,154968555.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,155027859.38,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,,
Maharashtra,2,18th Lok Sabha,335.0,PRANITI SUSHILKUMAR SHINDE,Lok Sabha,SOLAPUR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,SOLAPUR(SC),PRANITI SUSHILKUMAR SHINDE,,
West Bengal,2,18th Lok Sabha,336.0,Prasun Banerjee,Lok Sabha,HOWRAH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,HOWRAH,Prasun Banerjee,,
Odisha,2,18th Lok Sabha,337.0,Pratap Chandra Sarangi,Lok Sabha,BALASORE,147064254.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147120533.52,Odisha,BALASORE,Pratap Chandra Sarangi,,
Maharashtra,2,18th Lok Sabha,338.0,Prataprao Jadhav,Lok Sabha,BULDHANA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,BULDHANA,Prataprao Jadhav,,
West Bengal,2,18th Lok Sabha,339.0,Pratima Mondal ,Lok Sabha,JOYNAGAR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,JOYNAGAR(SC),Pratima Mondal ,,
Delhi,2,18th Lok Sabha,340.0,Praveen Khandelwal,Lok Sabha,CHANDINI CHOWK,147470276.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147526710.79,Delhi,CHANDINI CHOWK,Praveen Khandelwal,,
Uttar Pradesh,2,18th Lok Sabha,341.0,PRAVEEN PATEL,Lok Sabha,PHULPUR,151559884.09,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,151617883.91,Uttar Pradesh,PHULPUR,PRAVEEN PATEL,,
Uttar Pradesh,2,18th Lok Sabha,342.0,PRIYA SAROJ,Lok Sabha,MACHHLISHAHR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MACHHLISHAHR(SC),PRIYA SAROJ,,
Kerala,2,18th Lok Sabha,343.0,Priyanka Gandhi Vadra,Lok Sabha,WAYANAD,122500000.0,"Nov 23, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,122546879.02,Kerala,WAYANAD,Priyanka Gandhi Vadra,,
Karnataka,2,18th Lok Sabha,344.0,PRIYANKA SATISH JARKIHOLI,Lok Sabha,CHIKKODI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,Karnataka,CHIKKODI,PRIYANKA SATISH JARKIHOLI,,
West Bengal,2,18th Lok Sabha,345.0,Prof Sougata Ray,Lok Sabha,DUM DUM,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,DUM DUM,Prof Sougata Ray,,
Uttar Pradesh,2,18th Lok Sabha,346.0,Prof SP Singh Baghel,Lok Sabha,AGRA(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,AGRA(SC),Prof SP Singh Baghel,,
Uttar Pradesh,2,18th Lok Sabha,347.0,PUSHPENDRA SAROJ,Lok Sabha,KAUSHAMBI(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,KAUSHAMBI(SC),PUSHPENDRA SAROJ,,
Andhra Pradesh,2,18th Lok Sabha,348.0,Putta Mahesh Kumar,Lok Sabha,ELURU,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Andhra Pradesh,ELURU,Putta Mahesh Kumar,,
Uttar Pradesh,2,18th Lok Sabha,349.0,R.K. CHAUDHARY,Lok Sabha,MOHANLALGANJ(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MOHANLALGANJ(SC),R.K. CHAUDHARY,,
Odisha,2,18th Lok Sabha,350.0,RABINDRA NARAYAN BEHERA,Lok Sabha,JAJPUR(SC),147064617.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147120896.66,Odisha,JAJPUR(SC),RABINDRA NARAYAN BEHERA,,
West Bengal,2,18th Lok Sabha,351.0,RACHNA BANERJEE,Lok Sabha,HOOGHLY,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147056254.82,West Bengal,HOOGHLY,RACHNA BANERJEE,,
Bihar,2,18th Lok Sabha,352.0,Radha Mohan Singh,Lok Sabha,PURVI CHAMPARAN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,PURVI CHAMPARAN,Radha Mohan Singh,,
Karnataka,2,18th Lok Sabha,353.0,RADHAKRISHNA,Lok Sabha,GULBARGA(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,GULBARGA(SC),RADHAKRISHNA,,
Chhattisgarh,2,18th Lok Sabha,354.0,RADHE SHYAM RATHIYA,Lok Sabha,RAIGARH(ST),159706972.09,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,159768089.69,Chhattisgarh,RAIGARH(ST),RADHE SHYAM RATHIYA,,
Uttar Pradesh,2,18th Lok Sabha,355.0,RAHUL GANDHI,Lok Sabha,RAE BARELI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,RAE BARELI,RAHUL GANDHI,,
Rajasthan,2,18th Lok Sabha,356.0,Rahul Kaswan,Lok Sabha,CHURU,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Rajasthan,CHURU,Rahul Kaswan,,
Madhya Pradesh,2,18th Lok Sabha,357.0,RAHUL SINGH LODHI,Lok Sabha,DAMOH,163058785.37,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,163121185.66,Madhya Pradesh,DAMOH,RAHUL SINGH LODHI,,
Bihar,2,18th Lok Sabha,358.0,RAJ BHUSHAN CHOUDHARY,Lok Sabha,MUZAFFARPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,MUZAFFARPUR,RAJ BHUSHAN CHOUDHARY,,
