"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"18270","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP606/2025-2026/253818","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","454125"
"18271","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP606/2025-2026/253925","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","544950"
"18272","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253854","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18273","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP606/2025-2026/253819","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","454125"
"18274","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253814","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","513750"
"18275","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253815","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","513750"
"18276","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/253816","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","502500"
"18277","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/253801","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","03-Jan-2026","KANHAIYA KUMAR SINGH","Payment Success","402000"
"18278","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253799","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18279","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253787","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","513750"
"18280","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253790","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","513750"
"18281","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/253791","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","508275"
"18282","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/253792","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","502500"
"18283","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/253793","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","502500"
"18284","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/253794","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","508275"
"18285","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/253795","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","402000"
"18286","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253798","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18287","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP606/2025-2026/253800","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","502500"
"18288","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253797","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18289","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253802","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18290","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2026-2027/253766","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","15-May-2026","KANHAIYA KUMAR SINGH","Payment Success","751730"
"18291","Jharkhand","Providing drains and gutters for public drainage","WS/MP606/2025-2026/253946","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","26-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","638250"
"18292","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253785","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","513750"
"18293","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253786","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","477525"
"18294","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253803","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18295","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP606/2025-2026/253804","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","454125"
"18296","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/253806","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","508275"
"18297","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253767","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","562500"
"18298","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253768","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18299","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253769","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18300","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253770","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18301","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253771","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","508275"
"18302","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/253773","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","508275"
"18303","Jharkhand","Construction of community centers and community halls","WS/MP606/2025-2026/253774","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","802717"
"18304","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP606/2025-2026/253783","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","188775"
"18305","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253789","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18306","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253788","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18307","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253784","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","23-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","427875"
"18308","Jharkhand","Construction of additional rooms and halls in the existing public and community building","WS/MP606/2025-2026/253998","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","915000"
"18309","Jharkhand","Installing tube-wells and borewells","WS/MP606/2025-2026/253997","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","217575"
"18310","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP606/2025-2026/253999","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","69225"
"18311","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP606/2025-2026/254000","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","502500"
"18312","Jharkhand","Installing community drinking water plants","WS/MP606/2025-2026/254001","EAST SINGHBUM(DEPUTY COMMISSIONER EAST SINGHBUM_IDA)","Bidyut Baran Mahato","JAMSHEDPUR","18-Dec-2025","KANHAIYA KUMAR SINGH","Payment Success","315000"
"18313","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP18180/2025-2026/178537","KARUR(DISTRICT COLLECTOR KARUR_IDA)","ARUN NEHRU","PERAMBALUR","22-Dec-2025","Ganapathy Electrical","Payment Success","159903"
"18314","Chhattisgarh","Construction of buildings for community cultural activities","WS/MP429/2025-2026/242636","KORBA(Collector-Korba)","Jyotsna Charandas Mahant","KORBA","17-Dec-2025","GRAMPANCHAYAT KARRI","Payment Success","200000"
"18315","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18169/2025-2026/187596","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","29-Dec-2025","BASANTA KUMARI","Payment Success","3705"
"18316","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18169/2025-2026/187596","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","29-Dec-2025","MAHAVEER SINGH","Payment Success","9100"
"18317","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18169/2025-2026/187596","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","29-Dec-2025","MOHAN SINGH","Payment Success","9100"
"18318","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18169/2025-2026/187596","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","29-Dec-2025","ROSHAN LAL","Payment Success","3705"
"18319","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18162/2025-2026/183880","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","21-Dec-2025","OM PRAKASH JAT","Payment Success","10500"
"18320","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18162/2025-2026/183880","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","21-Dec-2025","AZAD","Payment Success","6528"
"18321","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP632/2024-2025/142374","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Anto Antony","PATHANAMTHITTA","18-Dec-2025","MURALEEDHARAN NAIR PK","Payment Success","409488"
"18322","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/228333","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","17-Dec-2025","Nitin Construction Company","Payment Success","498333"
"18323","Tamil Nadu","Purchase Books for Library","WS/MP18186/2025-2026/149102","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","TIRUVALLUR(SC)","22-Dec-2025","NAVAINDIA PUBLICATIONS","Payment Success","888000"
"18324","Assam","Construction of community centers and community halls","WS/MP410/2025-2026/188113","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","21-Jan-2026","ARUPJYOTI PEGU","Payment Success","251425"
"18325","Assam","Construction of community centers and community halls","WS/MP410/2025-2026/188113","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","15-May-2026","ARUPJYOTI PEGU","Payment Success","248066"
"18326","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/186835","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","23-Mar-2026","Hygiene Surgical and Chemicals","Payment Success","10000"
"18327","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/186835","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","23-Mar-2026","Hygiene Surgical and Chemicals","Payment Success","116000"
"18328","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/186835","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","23-Mar-2026","Hygiene Surgical and Chemicals","Payment Success","13000"
"18329","Jammu And Kashmir","Purchase of hospital equipment","WS/MP18260/2025-2026/186835","GANDERBAL(Deputy Commissioner Ganderbal_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","23-Mar-2026","Hygiene Surgical and Chemicals","Payment Success","26998"
"18330","Tamil Nadu","Providing supply pipelines for drinking water","WS/MP18265/2025-2026/155174","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","M.K. VISHNUPRASAD","CUDDALORE","07-Jan-2026","AATHVIK CONSTRUCTION","Payment Success","1000000"
"18331","Jammu And Kashmir","Construction of common work sheds/ common covered sitting area","WS/MP600/2025-2026/179488","RAMBAN(Deputy Commissioner Ramban_IDA)","Jitendra Singh","UDHAMPUR","23-Dec-2025","Mrs Rashu Sharma Wo Akshay Kumar Ro Haldnu Thopal Batote Tehsil Batote District Ramban Contractor","Payment Success","160000"
"18332","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/237575","RAMBAN(Deputy Commissioner Ramban_IDA)","Jitendra Singh","UDHAMPUR","09-Jul-2026","Mrs Rashu Sharma Wo Akshay Kumar Ro Haldnu Thopal Batote Tehsil Batote District Ramban Contractor","Payment Success","178600"
"18333","Jammu And Kashmir","Construction of footpaths and pedestrian ways","WS/MP600/2025-2026/237599","RAMBAN(Deputy Commissioner Ramban_IDA)","Jitendra Singh","UDHAMPUR","08-Jul-2026","Mrs Rashu Sharma Wo Akshay Kumar Ro Haldnu Thopal Batote Tehsil Batote District Ramban Contractor","Payment Success","127000"
"18334","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/237577","RAMBAN(Deputy Commissioner Ramban_IDA)","Jitendra Singh","UDHAMPUR","08-Jul-2026","Mrs Rashu Sharma Wo Akshay Kumar Ro Haldnu Thopal Batote Tehsil Batote District Ramban Contractor","Payment Success","177700"
"18335","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/237618","RAMBAN(Deputy Commissioner Ramban_IDA)","Jitendra Singh","UDHAMPUR","09-Jul-2026","Mrs Rashu Sharma Wo Akshay Kumar Ro Haldnu Thopal Batote Tehsil Batote District Ramban Contractor","Payment Success","137500"
"18336","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/237572","RAMBAN(Deputy Commissioner Ramban_IDA)","Jitendra Singh","UDHAMPUR","08-Jul-2026","Mrs Rashu Sharma Wo Akshay Kumar Ro Haldnu Thopal Batote Tehsil Batote District Ramban Contractor","Payment Success","180000"
"18337","Jammu And Kashmir","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP600/2025-2026/179374","UDHAMPUR(Deputy Commissioner Udhampur_IDA)","Jitendra Singh","UDHAMPUR","31-Dec-2025","Yudhvir Singh","Payment Success","143500"
"18338","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/179211","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","18-Dec-2025","RANJEET SINGH","Payment Success","145000"
"18339","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2024-2025/158574","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","29-Dec-2025","RANJEET SINGH","Payment Success","117000"
"18340","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/191127","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","19-Dec-2025","KRISHNA TILES GALLERY","Payment Success","38982"
"18341","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/191127","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","23-Dec-2025","KRISHNA TILES GALLERY","Payment Success","21000"
"18342","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/171701","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","24-Dec-2025","GAURAV","Payment Success","17675"
